CRIMHIST,DISTRICT,MONSEX,NEWCIT,NEWEDUC,NEWRACE,OFFTYPSB,TOTPRISN,AGE
1,77,0,0,1,1,18,0,59
1,42,0,0,3,3,24,90,44
1,2,0,1,1,3,10,84,27
0,42,0,1,1,3,10,15,22
1,19,0,0,3,1,13,63,31
1,30,0,0,1,2,13,110,35
1,42,1,0,3,3,10,60,33
0,33,1,0,6,1,35,0,32
1,42,1,0,1,1,10,6,27
1,42,0,1,1,3,27,0,39
0,93,0,0,3,6,10,0,36
1,19,1,0,3,1,10,57,44
1,30,0,0,3,2,13,180,32
1,6,0,0,3,2,13,36,49
1,31,0,0,5,3,10,135,46
0,37,1,0,5,1,18,13,49
1,22,1,0,5,2,10,100,33
,42,1,,,3,12,0,21
0,19,0,0,3,1,10,60,59
1,19,1,0,5,1,10,0,35
0,6,0,0,5,1,28,60,39
1,65,0,0,3,2,13,0,31
1,65,0,0,1,2,13,46,25
1,37,0,0,3,1,30,10,44
1,12,0,0,3,2,10,80,34
1,77,0,1,1,3,27,0,34
1,17,1,0,3,2,17,37,52
1,16,0,0,3,2,18,51,62
1,55,0,0,5,1,10,70,29
1,41,0,0,5,1,18,70,74
1,66,0,0,3,2,13,40,28
1,39,0,0,1,3,35,13,37
1,37,0,0,5,1,28,120,41
1,45,0,1,1,3,27,0,41
1,90,0,0,3,2,13,132,30
1,4,0,0,3,3,13,66,19
1,47,0,0,3,2,10,84,31
1,30,0,0,3,2,10,60,47
1,42,0,0,3,2,6,60,22
0,45,0,0,5,2,22,0,58
1,39,0,0,5,2,35,2,25
1,47,0,0,1,3,10,132,40
1,42,0,1,1,3,27,0,48
0,4,0,1,3,3,34,0,47
1,22,0,0,,2,10,60,37
1,39,0,0,6,1,13,51,35
1,72,0,0,5,2,10,57,22
1,13,0,0,3,3,18,10,39
1,58,0,0,5,2,13,0,43
1,3,0,0,3,3,6,92,38
1,84,0,1,1,3,27,1,28
1,70,0,1,1,3,27,27,47
0,45,0,0,1,1,18,0,54
0,9,1,0,6,1,28,190,46
0,65,1,0,5,1,10,0,56
1,42,1,0,3,1,10,36,25
1,52,0,0,1,3,10,40,60
1,65,0,0,3,2,10,24,58
1,87,0,1,1,3,27,18,41
1,70,0,1,1,3,27,9,31
1,39,0,0,3,2,10,188,33
1,63,0,0,5,1,28,144,28
1,68,0,0,3,6,10,0,37
1,63,0,0,5,1,28,168,28
1,39,0,0,1,2,10,87,38
1,73,0,0,6,1,18,0,47
0,42,0,1,5,3,10,0,25
1,67,0,0,3,6,10,84,30
1,42,1,0,3,6,10,18,42
1,74,0,1,5,3,10,48,30
1,50,1,0,3,1,10,63,38
1,74,0,0,3,3,10,30,26
1,61,0,0,3,1,13,96,39
0,41,0,0,3,1,18,9,41
1,30,0,0,3,2,13,180,35
1,51,0,1,3,3,10,15,24
1,32,0,1,1,3,10,41,20
1,57,0,0,5,2,10,125,29
1,70,0,1,1,3,27,8,42
1,31,0,0,3,2,10,37,57
1,70,1,0,3,3,5,0,33
0,81,1,0,5,6,19,0,31
1,42,0,1,1,3,27,0,41
1,51,0,1,1,3,10,14,39
1,82,0,0,5,1,10,240,55
1,66,0,0,1,1,13,0,59
1,31,0,0,1,1,24,51,32
1,74,1,0,,3,29,0,29
1,22,0,1,5,2,13,360,31
1,31,1,0,1,2,20,8,31
1,42,0,1,,3,27,0,34
1,67,0,0,3,1,10,100,35
1,34,0,0,1,2,10,40,23
1,70,0,1,1,3,27,27,44
1,50,0,0,3,2,30,180,21
1,77,0,0,5,1,18,24,56
1,4,0,0,3,3,10,70,38
1,54,0,0,6,1,18,37,29
1,74,0,1,1,3,27,18,41
1,41,0,0,5,1,34,0,39
1,49,1,0,3,1,10,63,28
1,61,0,0,3,1,35,420,44
1,42,1,1,,3,27,0,33
1,65,0,0,5,1,10,150,36
0,31,0,0,6,1,18,97,75
1,12,0,0,3,1,18,12,56
0,30,0,1,3,3,10,135,26
1,16,0,0,3,2,35,262,66
1,41,0,1,3,3,13,24,42
1,67,0,1,1,3,10,60,49
1,31,1,0,3,2,4,24,25
1,39,0,0,1,3,10,180,29
1,67,0,1,1,3,10,60,38
1,45,0,0,5,2,18,41,39
1,68,1,0,3,1,10,0,21
1,45,1,0,5,1,17,8,50
1,89,1,0,3,3,5,31,33
1,4,0,1,,3,27,0,30
1,31,0,0,1,2,10,156,34
0,49,1,0,3,1,10,48,30
1,51,0,1,3,3,10,78,28
1,12,0,0,3,1,18,18,36
1,28,0,0,1,1,13,66,30
1,74,0,0,3,3,10,130,42
1,6,1,0,5,6,10,0,35
1,42,0,1,1,3,27,0,55
1,84,0,0,3,6,4,0,38
1,49,0,0,1,1,10,180,30
1,48,0,0,1,1,10,18,50
1,4,0,1,1,3,27,0,45
1,48,0,0,1,1,23,45,22
1,22,0,0,3,2,24,80,40
1,39,0,0,3,3,35,262,23
1,14,1,0,1,1,10,18,27
1,67,0,0,5,1,30,0,53
1,14,0,0,5,2,6,48,42
1,5,0,0,1,1,10,24,44
1,39,0,0,5,3,10,400,32
1,42,0,1,,3,27,0,30
1,45,0,0,3,2,18,70,47
0,41,0,1,5,3,10,168,40
1,74,0,0,5,2,18,3,44
1,67,0,1,1,3,10,87,39
0,61,0,1,3,3,27,0,37
0,67,1,0,3,1,10,6,36
0,30,0,0,3,3,18,21,29
0,30,0,0,5,1,18,0,57
0,30,0,1,5,3,35,155,43
1,42,0,1,1,3,27,0,44
1,16,0,0,5,1,10,84,45
1,45,0,0,5,2,10,60,26
1,71,0,0,3,1,29,0,56
0,22,1,0,6,1,18,12,59
0,31,0,1,3,2,10,18,41
0,4,1,0,5,3,10,24,46
1,31,0,0,1,3,10,120,47
1,42,0,1,1,3,27,0,37
1,30,1,0,3,3,13,0,26
1,82,0,0,5,3,17,0,32
1,28,0,0,1,1,30,24,29
1,81,0,0,5,6,10,120,38
1,74,0,1,1,3,10,87,46
1,6,1,1,5,2,18,75,37
1,53,0,0,3,1,28,180,48
1,82,0,0,3,3,30,27,30
1,52,0,0,3,2,13,60,26
1,41,0,1,1,1,27,8,22
1,65,0,0,1,3,10,70,36
,8,0,1,,2,18,0,32
1,77,1,0,5,1,10,60,44
0,22,0,1,1,3,10,24,37
1,74,0,0,1,1,17,30,40
1,60,1,0,1,1,11,48,32
1,56,0,0,1,1,10,63,60
1,67,0,1,1,3,10,41,43
0,42,0,1,1,3,10,18,23
1,49,0,0,1,2,10,120,51
1,70,0,1,1,3,27,12,52
1,49,0,1,3,3,10,55,27
0,4,1,0,3,3,10,12,45
1,49,0,0,1,2,13,27,27
1,22,0,0,5,2,5,240,27
1,68,1,0,3,3,10,0,34
0,74,0,0,1,3,27,6,23
0,74,0,1,1,3,10,30,39
1,86,0,0,1,1,13,18,26
1,70,0,0,1,3,10,46,20
1,62,0,0,3,1,10,205,36
1,30,0,1,1,3,13,120,22
1,83,0,0,1,3,10,120,27
1,38,0,0,1,1,10,53,46
1,67,0,0,3,1,10,60,42
1,62,0,0,3,6,18,41,57
1,45,0,0,3,2,13,60,25
0,67,0,1,5,3,10,70,22
1,73,0,1,1,3,27,4,27
1,46,0,1,,3,27,6,48
1,67,0,1,1,3,10,180,33
1,70,0,1,1,3,27,6,58
1,70,0,1,1,3,27,16,36
1,42,0,1,1,3,27,0,38
1,73,0,0,5,3,10,120,33
1,74,0,0,5,1,17,0,68
1,84,0,1,1,3,10,33,21
1,62,0,0,3,2,13,96,28
1,42,0,1,1,3,27,10,20
0,73,1,1,6,1,18,12,57
1,29,0,0,5,1,35,0,24
1,49,0,0,3,1,10,92,37
1,42,0,0,5,3,10,0,36
1,70,0,1,1,3,27,13,35
1,70,0,1,6,6,18,0,36
1,70,0,0,5,6,4,60,37
1,70,0,0,3,6,4,120,76
1,70,0,1,1,3,27,0,36
1,0,0,0,1,1,10,21,32
0,74,0,0,5,1,35,324,38
1,49,0,0,1,1,10,78,26
1,84,1,1,1,3,27,0,42
1,83,0,1,3,3,10,30,38
1,70,0,1,3,3,27,10,47
1,55,0,0,5,1,30,0,36
1,42,0,1,1,3,27,10,42
1,49,0,0,3,1,10,37,33
0,20,0,0,5,1,28,144,26
1,70,0,1,1,3,27,29,39
1,73,0,1,1,3,10,51,49
1,70,0,0,3,6,5,38,25
1,42,0,0,1,3,10,46,21
1,70,0,1,1,3,10,20,57
1,46,0,0,5,3,18,18,31
1,87,0,0,3,2,6,46,19
0,73,0,1,5,1,18,46,31
1,42,0,1,1,3,10,0,31
0,83,0,1,1,3,24,60,30
1,48,0,0,3,1,10,34,27
1,79,0,0,5,1,13,77,35
1,62,0,0,1,3,10,264,35
1,73,0,0,5,3,10,144,44
1,73,0,0,1,2,18,24,34
1,66,0,0,1,1,13,144,27
1,69,0,0,3,1,35,0,44
1,72,0,0,5,3,10,156,38
1,53,0,0,3,1,17,0,58
1,49,1,0,3,1,18,30,29
,16,0,0,,2,17,0,54
1,66,0,0,3,2,10,85,41
1,42,0,1,,3,27,0,31
1,75,0,0,5,2,10,200,42
,42,0,1,,3,18,0,37
1,1,0,1,1,3,27,21,32
1,86,0,0,3,1,10,60,52
1,37,0,0,1,2,13,46,22
1,74,0,1,,3,27,0,43
1,42,0,1,1,3,10,0,36
0,73,1,1,1,3,10,37,38
1,70,0,1,1,3,10,50,35
1,65,0,0,5,1,28,360,36
1,68,0,0,1,6,29,12,33
1,66,1,0,5,1,13,75,28
0,49,0,1,3,3,10,96,22
0,84,0,1,1,3,10,0,36
1,84,0,1,1,3,10,41,43
1,66,0,0,3,2,13,37,23
0,15,0,0,6,1,28,84,47
1,73,0,0,5,3,22,0,32
1,86,0,0,3,1,30,30,45
1,84,0,1,1,3,27,0,32
1,70,0,0,5,2,13,34,50
1,66,0,0,3,2,13,12,28
1,2,0,0,3,1,6,39,21
1,84,0,1,1,3,27,0,21
1,42,0,1,,3,27,0,35
1,84,0,1,1,3,27,27,27
0,41,0,0,6,1,23,4,85
1,53,0,0,5,1,28,78,32
1,39,0,0,3,1,6,87,28
1,48,1,0,6,1,10,46,31
1,60,1,0,3,2,18,24,25
0,73,0,0,5,1,23,0,27
1,74,0,1,1,3,22,6,30
1,84,0,1,1,3,27,12,53
1,73,0,0,1,3,10,60,26
1,41,0,1,1,3,27,30,44
1,84,0,1,1,3,10,108,29
1,85,0,0,3,1,10,63,42
0,4,0,0,6,3,21,12,54
1,24,0,0,3,2,10,151,36
1,84,0,0,3,3,10,60,52
1,74,0,1,3,3,27,13,45
1,54,0,0,1,1,10,70,51
1,41,0,1,1,3,27,24,31
1,12,0,0,3,2,10,60,38
1,86,0,0,3,1,10,168,45
1,62,0,0,3,1,10,70,27
1,41,0,1,1,3,27,21,21
1,41,0,1,1,3,27,8,30
0,42,0,1,5,3,27,4,24
1,55,1,0,5,6,18,0,24
0,42,1,0,1,3,27,8,50
0,30,0,1,1,3,10,120,47
1,23,1,0,3,2,23,36,33
,22,0,0,,2,35,0,52
0,8,0,1,3,3,10,300,42
1,83,0,0,5,1,10,30,26
0,70,1,1,3,3,35,13,41
1,83,0,0,6,1,16,0,31
0,30,0,1,3,3,10,135,40
1,84,0,1,1,3,27,30,61
1,83,0,0,3,3,27,6,36
0,30,0,1,1,3,10,87,44
1,84,1,1,1,3,27,1,19
1,18,0,0,3,2,10,68,38
1,84,0,1,1,3,27,1,29
1,18,1,0,1,1,13,12,31
1,54,0,0,5,1,10,84,34
1,20,0,0,6,1,22,15,40
1,62,0,0,3,1,10,183,43
1,6,0,0,3,2,10,120,28
1,40,0,0,1,2,10,87,33
1,4,0,1,3,3,27,0,27
1,17,0,0,3,2,10,27,45
1,62,0,0,3,1,10,188,32
1,65,0,0,1,2,13,21,35
1,83,1,0,3,1,10,48,27
0,84,0,1,5,3,10,41,47
0,23,0,0,1,1,10,60,66
,22,0,0,,2,12,0,25
1,83,0,0,3,1,10,72,39
0,8,0,0,5,1,22,0,44
0,23,0,0,5,2,13,0,26
1,41,1,0,3,1,20,42,46
1,22,0,0,3,2,12,0,55
1,84,0,1,1,3,27,1,37
1,41,0,0,3,2,13,63,39
1,84,0,1,3,3,27,30,34
1,15,0,0,3,2,10,60,41
1,42,0,1,1,3,27,42,46
1,84,0,1,1,3,27,0,45
1,0,1,0,5,1,35,0,59
1,65,0,0,3,2,10,60,29
1,65,0,0,3,2,6,46,35
1,22,0,0,1,2,12,0,28
1,42,0,0,5,1,10,0,49
1,82,1,0,5,1,17,0,33
0,42,0,1,1,3,10,12,35
1,49,0,0,3,1,13,72,31
1,16,0,0,6,2,18,0,24
1,84,0,1,1,3,27,1,27
1,84,0,1,1,3,27,1,31
0,42,0,0,5,3,24,60,24
0,30,1,1,3,1,27,0,55
0,41,0,1,1,3,18,6,34
1,30,0,0,5,1,25,0,55
1,76,0,0,5,3,10,7,29
1,41,1,1,1,3,27,24,53
1,41,0,1,1,3,27,24,35
1,84,0,1,1,3,27,1,44
0,84,0,1,1,3,10,0,21
1,41,1,1,1,3,27,15,56
1,58,0,0,3,2,13,30,34
1,41,0,1,1,3,27,24,30
1,84,0,0,5,3,10,151,28
0,61,0,0,6,1,22,0,54
1,42,0,0,3,3,24,120,44
1,41,0,1,1,3,27,41,46
1,49,0,0,3,1,18,37,43
0,83,0,1,1,3,24,60,24
1,42,0,1,1,3,27,6,37
1,4,0,0,3,3,13,120,23
1,41,0,1,1,3,27,20,45
0,16,0,0,6,1,18,0,48
1,41,0,1,1,3,4,87,60
1,41,0,1,1,3,27,21,41
1,8,0,0,1,1,18,12,59
1,41,0,1,1,3,13,51,43
1,89,0,0,3,1,4,5,22
,42,1,1,,3,18,0,20
,16,0,0,,1,12,0,46
0,42,0,1,1,3,10,0,21
1,11,0,0,3,1,29,3,42
1,42,0,1,3,3,10,18,26
1,41,0,1,1,3,27,24,33
0,41,0,1,5,3,35,24,27
0,78,1,1,1,3,27,0,56
1,15,0,0,3,2,10,96,39
1,41,0,1,1,3,27,8,29
1,8,0,0,3,3,20,14,29
1,8,0,1,1,3,10,0,28
1,8,0,0,5,1,18,0,40
1,17,0,0,1,2,4,27,20
1,8,0,1,6,2,10,211,42
0,8,0,1,3,3,10,60,48
0,41,1,0,1,3,27,0,21
0,8,0,0,5,1,18,60,26
0,8,1,0,5,3,18,36,38
1,8,0,0,5,3,10,120,41
1,8,0,0,1,2,13,30,24
1,8,0,1,1,3,27,17,38
0,41,1,1,1,3,10,24,42
0,8,0,0,6,1,18,0,25
1,74,0,1,1,3,27,6,49
0,74,0,0,5,3,10,33,31
1,74,1,0,3,3,10,80,35
1,41,0,0,1,3,10,120,23
1,74,0,0,3,2,6,30,49
1,41,0,1,6,3,27,4,29
1,17,0,0,3,1,28,96,57
1,41,0,1,1,3,27,10,40
,16,0,0,,3,18,0,25
0,74,0,1,1,3,10,12,44
1,41,0,1,1,3,27,12,18
1,41,0,1,1,3,10,18,29
0,74,0,0,1,3,10,30,24
1,74,0,0,1,3,10,85,32
1,42,0,0,1,3,10,60,38
1,41,0,0,1,3,27,9,23
,22,0,0,,,35,0,27
1,42,0,0,3,1,10,121,36
1,42,,1,,,27,0,22
1,41,0,1,1,3,10,60,32
1,42,0,1,,3,27,6,28
1,42,,1,,,27,0,32
1,42,0,0,3,1,4,120,23
1,14,0,0,6,1,18,4,61
1,42,0,1,1,3,27,12,19
1,42,0,1,1,3,10,24,31
1,42,0,0,1,2,35,84,23
1,42,0,1,1,3,27,10,46
1,70,0,1,3,3,27,21,37
0,42,0,1,1,3,10,12,20
1,42,,1,,,27,0,45
1,41,0,1,1,3,27,18,38
1,41,0,1,,3,27,0,27
1,39,0,0,5,1,10,168,38
1,65,0,0,3,2,13,63,30
1,42,0,1,,3,27,0,37
1,42,0,0,1,2,13,27,22
1,39,0,0,3,1,10,240,30
1,4,0,0,3,3,10,0,49
1,4,0,0,5,1,18,0,41
0,41,1,0,5,3,13,0,31
1,39,0,0,3,1,10,168,50
1,41,1,0,5,3,27,0,24
1,45,0,1,,1,27,0,54
1,14,0,0,3,6,27,0,38
1,66,1,0,5,2,18,30,39
1,33,1,0,5,2,20,18,26
1,84,0,1,1,3,27,0,32
1,41,0,1,1,3,27,6,28
1,84,0,1,1,3,27,1,22
1,72,0,0,5,1,9,60,33
1,39,0,0,3,3,10,168,31
1,65,0,0,5,2,13,57,25
0,4,0,0,3,3,24,24,52
1,39,0,0,5,1,10,155,53
1,41,0,1,1,3,27,13,38
1,49,1,0,1,1,28,216,43
1,65,0,0,3,2,13,70,24
0,30,0,1,1,3,10,120,31
1,86,0,0,3,2,13,60,28
1,44,1,0,5,1,10,0,32
1,84,0,1,1,3,27,0,33
1,14,0,0,1,3,10,120,26
0,65,0,0,3,1,28,71,44
1,39,1,0,1,1,10,51,43
1,51,0,0,1,2,13,41,26
1,14,0,0,1,2,10,120,38
0,49,0,0,6,1,28,48,35
1,86,1,0,3,2,10,32,28
1,44,0,0,3,1,10,12,33
1,83,0,1,1,3,27,10,38
1,49,0,0,1,1,10,12,36
1,53,0,0,3,2,13,120,30
1,33,0,0,1,2,13,117,30
0,42,1,0,1,3,10,0,42
1,84,0,1,1,3,27,1,25
1,45,0,0,,2,10,0,67
1,84,0,1,1,3,27,0,46
,77,0,,,,31,0,
1,73,0,0,5,1,10,173,47
,33,0,0,,,35,0,30
1,50,0,0,5,1,10,24,41
1,50,0,0,3,2,10,39,28
1,67,0,1,1,3,10,57,30
1,31,0,0,5,3,28,60,51
1,52,0,0,5,2,18,18,42
1,70,0,1,1,6,27,0,60
1,65,0,0,3,2,18,24,29
1,88,0,0,5,6,13,18,30
0,93,1,0,5,6,17,0,39
1,65,0,0,1,2,13,164,40
1,18,0,0,1,2,10,161,24
1,70,0,1,1,3,27,24,45
1,65,0,0,3,1,18,24,35
1,88,0,0,1,3,10,36,19
1,70,0,1,3,3,27,30,31
1,77,1,0,1,6,5,41,39
1,70,0,1,1,3,27,43,45
1,70,0,1,1,3,27,5,47
1,88,0,1,1,3,27,4,33
1,70,0,1,1,3,27,15,29
1,46,0,0,5,1,30,16,50
1,18,0,0,3,2,13,33,25
1,58,1,0,1,1,19,0,44
1,70,0,1,1,3,27,0,46
1,88,0,1,1,3,27,0,23
1,71,0,0,3,3,10,60,26
1,77,0,0,1,3,13,92,25
1,73,0,0,1,3,10,24,35
1,7,0,0,1,2,13,80,35
1,71,0,0,3,1,10,92,35
1,70,0,1,1,3,27,13,35
1,48,0,1,1,3,27,0,31
1,7,0,1,3,3,10,80,34
0,42,1,1,1,3,27,13,31
0,9,0,0,5,1,4,120,28
1,70,0,1,1,3,27,8,25
1,62,0,0,5,1,13,42,34
1,65,0,0,1,2,13,33,26
1,71,0,0,3,2,12,48,29
1,88,0,1,1,3,27,0,46
1,70,0,1,1,3,10,18,31
0,52,0,0,5,2,22,3,57
1,70,0,1,1,3,27,15,40
0,7,0,1,5,3,10,0,30
0,70,0,0,1,3,13,55,22
1,13,0,0,5,1,18,140,45
1,70,0,0,3,6,5,20,30
1,70,0,0,3,6,13,37,44
1,93,0,0,1,6,10,63,37
1,70,0,1,1,3,27,11,32
0,60,0,0,3,1,17,0,40
0,90,0,0,6,1,30,0,62
1,70,0,0,1,3,10,30,23
1,43,0,0,1,1,13,78,30
1,77,1,0,3,1,10,38,38
1,84,0,1,1,3,27,37,32
1,70,0,1,1,3,10,13,44
0,93,1,1,3,6,22,0,37
1,27,0,0,5,2,18,12,32
1,70,0,0,1,3,10,0,39
1,12,0,0,6,1,18,12,67
1,70,0,1,1,3,27,45,31
1,70,1,0,1,3,27,0,60
0,31,0,0,6,3,18,0,55
1,70,0,1,1,3,27,10,37
1,91,0,0,1,2,13,70,37
1,70,1,0,5,1,27,0,44
1,42,0,0,3,1,10,46,40
1,51,0,0,3,2,13,55,31
1,58,1,0,3,1,10,24,20
0,90,0,0,3,1,10,30,49
1,73,0,0,1,3,35,0,21
1,70,0,1,1,3,10,27,40
1,65,0,0,1,2,13,37,30
0,2,1,0,3,1,18,0,57
1,83,0,0,3,2,5,24,32
1,43,0,0,1,2,10,37,54
1,62,0,0,3,1,10,188,54
1,60,1,0,5,2,6,30,21
1,70,0,1,1,3,27,10,28
0,62,0,0,6,1,28,135,27
0,65,1,0,5,1,18,0,40
1,70,0,1,1,3,27,46,32
1,40,0,0,1,3,10,120,19
1,70,0,1,1,3,27,0,30
1,84,1,1,3,3,27,0,40
1,70,0,0,1,6,29,12,37
1,70,0,1,1,3,27,13,34
1,70,0,1,1,3,27,33,30
0,4,0,0,3,3,13,90,22
1,70,0,1,1,3,27,0,47
1,70,0,0,1,6,30,37,30
1,70,0,1,1,3,27,5,33
1,60,1,0,3,1,10,120,26
1,70,0,1,1,3,27,46,46
1,70,0,1,3,3,27,0,45
1,70,0,1,1,3,27,0,25
1,71,0,0,1,2,13,96,28
1,70,0,1,1,3,27,21,28
1,71,0,0,3,2,4,57,29
0,35,0,0,1,2,17,0,27
1,70,0,0,3,2,27,18,32
0,8,0,0,5,1,28,3,54
0,65,0,0,3,1,18,60,37
1,89,0,0,3,1,13,30,47
1,60,0,0,6,3,28,30,32
1,65,0,0,3,2,10,0,37
1,71,0,0,3,2,10,12,50
1,70,0,1,1,3,27,24,43
1,83,0,0,5,2,13,72,30
1,88,0,1,3,3,27,4,42
1,51,0,0,1,2,10,151,35
1,70,0,1,1,3,27,27,47
1,77,0,0,1,6,10,68,40
1,70,0,1,1,3,27,30,39
1,16,0,0,3,2,10,156,36
1,7,1,0,1,2,10,0,34
1,70,0,1,3,3,27,35,29
1,70,1,1,3,3,27,0,35
1,41,0,0,1,3,10,198,46
1,70,0,1,1,3,27,18,35
1,46,0,0,5,1,10,18,33
0,71,0,1,5,1,10,36,33
1,72,0,1,1,3,10,12,42
1,71,0,0,1,2,10,60,33
1,70,0,1,1,3,27,14,34
1,16,0,0,3,1,10,200,46
1,70,0,1,1,3,10,21,32
1,27,1,0,5,2,18,51,32
1,13,0,0,3,1,28,70,31
1,87,0,0,5,3,10,84,19
1,65,0,0,1,1,10,30,46
1,8,0,0,5,2,13,192,46
1,68,1,0,3,2,18,0,65
1,70,1,0,3,3,27,0,22
0,8,0,0,3,3,35,0,43
1,8,0,0,3,2,10,0,36
0,70,1,0,5,3,13,0,27
1,70,0,1,1,3,27,46,51
0,73,0,0,5,1,18,51,46
1,8,0,1,5,1,35,0,32
1,70,0,1,1,3,27,9,32
1,15,0,0,5,2,10,0,38
1,70,0,1,1,3,27,0,33
0,90,0,1,5,3,10,34,36
1,70,1,0,5,6,18,0,39
1,48,0,0,1,2,13,60,29
1,46,0,0,5,2,10,98,26
1,70,0,1,1,3,27,9,39
1,39,0,0,5,2,11,37,27
1,71,0,0,1,3,24,160,25
1,34,0,0,5,2,10,151,36
1,73,1,0,3,3,10,0,27
1,65,1,0,5,2,18,0,48
1,70,0,1,3,3,10,41,39
1,70,0,1,1,3,27,29,42
1,88,0,1,1,3,27,0,45
1,70,0,1,1,3,27,8,34
0,70,1,0,5,3,10,36,46
1,70,0,1,1,3,27,10,33
1,51,0,0,1,2,13,112,40
1,16,0,0,1,2,18,12,52
1,83,0,0,3,2,13,21,35
1,56,0,0,3,1,10,260,32
1,70,0,1,1,3,27,21,36
1,70,0,1,1,3,27,16,37
1,41,0,0,1,3,10,121,21
1,25,1,0,5,1,11,18,51
1,77,0,0,3,1,20,15,43
0,70,0,1,5,3,10,0,22
0,70,1,0,3,3,10,60,23
1,70,0,1,1,3,27,16,40
0,13,1,0,6,1,18,0,54
1,71,0,1,1,3,10,120,27
1,31,0,0,1,1,6,46,42
0,50,0,0,1,1,35,2,75
1,65,0,0,1,2,13,57,22
1,68,0,0,3,6,13,42,31
1,13,0,1,3,3,18,27,31
1,40,0,0,3,1,10,63,37
1,58,0,0,3,1,28,300,58
1,70,0,1,1,3,10,63,49
1,35,0,0,3,2,10,150,48
1,70,0,1,1,3,10,16,33
1,12,0,0,5,1,22,6,55
1,77,1,0,3,1,10,60,30
1,2,0,0,3,1,13,12,39
1,4,0,0,1,3,13,120,25
1,51,0,0,6,2,18,0,38
1,70,1,0,1,6,10,0,27
1,70,0,1,1,3,27,0,40
1,9,0,0,3,1,30,12,36
1,70,0,1,1,3,27,9,25
1,70,0,0,1,2,4,168,31
1,84,0,1,1,3,27,0,35
1,70,0,0,5,3,10,30,53
1,70,0,1,3,3,27,33,20
1,70,0,1,1,3,27,18,34
1,70,0,0,1,6,1,196,33
0,46,0,0,6,1,28,72,53
1,70,0,1,1,3,27,0,27
1,51,0,0,1,2,13,155,25
1,26,0,0,1,2,13,30,45
1,70,0,1,3,3,27,0,26
1,70,0,0,1,3,10,30,29
1,70,0,1,3,3,27,13,35
1,70,1,1,1,3,27,0,51
1,70,1,0,5,3,10,80,39
1,84,0,1,3,3,27,4,34
1,70,0,1,1,3,27,0,28
1,65,1,0,3,1,10,77,34
1,2,0,0,3,3,13,84,22
1,18,0,0,1,2,13,42,28
1,70,0,1,1,3,27,18,26
1,70,1,1,1,3,27,20,31
1,70,0,0,3,6,5,84,42
1,1,0,0,3,1,28,120,45
1,88,0,1,5,3,27,12,26
1,77,0,0,3,6,10,40,39
0,13,0,0,1,2,35,0,47
1,60,0,0,3,2,24,96,26
1,70,1,0,1,1,27,0,31
1,19,0,1,6,2,18,27,49
1,18,0,1,1,3,27,46,41
1,29,0,0,1,3,13,46,24
1,2,1,0,1,2,18,0,19
0,19,0,0,6,1,28,72,34
1,69,0,0,1,6,4,60,26
1,69,0,0,3,6,30,18,31
1,65,0,0,1,1,10,74,34
1,29,0,0,3,2,10,420,33
1,51,0,0,5,2,35,0,25
1,41,0,1,1,3,27,46,44
1,17,0,0,1,2,10,36,28
1,19,0,1,1,3,10,40,48
1,17,0,0,5,2,13,30,29
0,84,1,0,3,1,10,0,24
1,70,0,1,1,3,10,15,36
0,46,1,0,5,1,19,0,29
1,84,0,1,1,3,27,0,27
1,29,1,0,5,1,10,120,34
0,70,0,1,1,3,10,42,25
0,70,0,0,6,1,28,13,43
1,70,0,1,1,3,27,11,24
1,10,0,0,5,2,10,19,35
1,29,1,0,3,1,10,24,44
1,8,0,0,6,6,18,12,61
1,29,1,0,5,1,10,60,34
0,30,0,0,3,1,18,0,32
1,29,0,1,1,,13,10,33
1,33,0,0,1,1,10,63,41
0,60,0,0,3,1,18,0,52
1,35,0,0,5,2,10,140,37
1,48,0,0,5,2,30,24,30
1,33,0,1,3,3,27,35,32
1,31,0,0,3,2,18,24,38
1,31,1,0,1,2,18,36,39
1,33,0,0,3,2,10,87,33
1,46,0,0,5,3,10,120,36
1,74,0,1,1,3,27,24,31
1,70,0,1,1,3,27,10,29
1,25,0,0,5,1,10,24,43
1,43,0,0,5,1,28,120,24
,13,0,1,,1,27,12,25
1,20,0,1,1,3,27,0,39
1,31,0,0,5,3,10,28,26
1,42,0,1,,3,27,0,35
1,83,0,0,5,2,12,0,21
1,49,0,0,5,1,13,188,57
1,83,0,0,3,1,13,41,32
1,70,0,1,1,3,27,12,30
1,79,0,0,3,3,10,60,25
1,41,0,1,1,3,27,46,42
1,83,0,0,3,3,10,60,25
1,70,0,1,1,3,27,15,33
0,58,0,0,5,1,18,18,57
1,84,0,0,3,3,10,60,45
1,70,1,0,1,6,5,0,33
0,65,0,0,3,3,23,28,32
1,89,0,0,3,1,13,63,31
1,14,1,0,1,1,10,120,21
1,27,0,0,5,2,10,123,40
0,31,0,1,,3,27,0,42
1,70,0,1,1,3,27,8,54
1,41,1,1,1,3,27,24,42
1,71,0,0,1,2,13,33,29
1,41,0,0,1,3,10,240,33
1,66,1,0,3,1,10,12,42
1,70,0,1,1,3,27,13,28
1,82,0,1,1,3,27,20,33
1,51,0,0,1,2,13,190,30
1,31,0,0,5,3,18,3,55
1,70,0,1,1,3,27,0,65
1,18,0,0,1,2,10,84,31
,22,1,,,,35,0,38
