CRIMHIST,DISTRICT,MONSEX,NEWCIT,NEWEDUC,NEWRACE,OFFTYPSB,TOTPRISN,AGE
1,6,0,0,3,1,13,112,29
1,30,0,1,1,3,27,0,43
1,30,0,0,3,3,13,37,24
1,84,1,0,3,3,11,48,40
1,47,0,0,5,1,35,240,31
0,71,1,0,6,1,10,2,34
1,49,0,0,3,1,5,30,40
1,84,0,1,1,3,27,1,39
1,47,1,0,3,3,10,0,56
1,30,0,1,1,3,27,0,35
0,39,1,0,1,3,10,60,20
1,45,0,0,3,2,10,30,47
1,70,0,1,3,3,10,60,57
1,22,0,0,3,2,10,200,28
1,33,0,0,5,1,13,57,51
1,17,0,1,1,3,10,120,52
1,45,0,1,1,3,27,24,34
1,39,0,0,3,2,13,120,34
1,43,0,0,3,1,13,39,31
0,42,0,1,1,3,10,33,21
1,33,0,0,1,1,11,0,35
1,66,0,0,3,2,10,60,24
1,42,0,0,3,3,27,24,22
1,45,0,0,3,1,6,60,32
1,42,0,1,1,3,27,24,40
1,29,0,0,5,2,28,90,35
1,20,0,1,1,3,27,0,40
1,54,1,0,5,1,6,70,45
1,33,0,0,1,2,13,70,52
1,30,0,0,3,2,10,33,38
0,17,0,0,5,1,28,240,28
1,42,0,1,3,3,27,0,34
1,84,0,1,1,3,27,0,29
1,66,0,0,1,1,13,42,20
0,30,0,1,1,3,10,135,28
1,32,0,0,1,2,6,50,38
,17,1,0,,1,17,0,21
1,17,0,0,1,2,10,48,39
0,32,0,1,1,3,10,41,24
1,64,0,1,1,1,18,0,52
1,84,0,1,1,3,27,1,33
1,16,0,0,5,3,10,24,32
0,33,0,0,6,1,18,72,46
1,66,0,0,3,2,10,46,25
1,83,0,1,1,3,10,235,27
1,22,0,0,5,1,10,97,29
1,64,0,0,5,1,35,0,60
0,42,0,1,5,6,32,14,44
0,40,0,0,3,1,28,89,77
1,84,0,1,1,3,27,1,18
1,84,0,1,1,3,27,1,25
1,64,0,0,5,2,6,63,32
1,42,1,0,3,3,27,7,32
1,84,0,1,3,3,27,24,26
1,78,0,0,3,1,6,30,27
1,42,0,1,1,3,27,36,42
1,70,0,0,3,6,30,15,49
0,42,0,0,1,3,10,84,22
1,70,0,0,3,3,30,27,43
1,42,0,1,1,3,27,30,32
1,84,0,1,,3,27,15,35
1,70,0,1,1,3,27,12,33
1,70,0,1,1,3,27,13,57
1,70,0,1,1,3,10,18,42
1,28,1,0,3,2,30,0,31
1,70,0,0,1,6,13,21,22
1,28,0,0,3,1,13,90,37
1,70,0,1,1,3,27,27,50
1,28,1,0,1,1,23,2,52
1,72,0,0,3,3,20,57,37
1,46,0,0,1,1,23,360,56
0,23,1,0,6,1,22,0,48
1,46,0,1,,3,27,2,31
1,42,0,1,1,3,10,33,28
1,15,0,0,3,1,10,15,43
1,20,0,1,1,3,27,10,30
1,96,0,1,1,3,27,5,30
0,31,1,0,1,3,18,24,32
1,70,1,0,5,3,27,33,36
1,70,0,1,1,3,10,30,38
1,20,0,1,1,3,27,0,31
1,28,0,0,3,1,28,180,57
1,31,0,1,,3,27,0,42
1,40,0,1,5,1,13,60,28
1,32,0,0,3,2,10,60,32
0,66,0,1,1,3,10,70,31
1,96,0,0,1,2,13,92,37
0,74,0,1,5,3,10,30,23
1,18,0,0,3,2,13,21,32
1,74,0,1,1,3,27,8,35
1,70,0,1,1,3,27,0,58
1,32,0,0,1,3,10,106,24
0,31,0,1,1,2,10,30,27
1,42,0,1,,3,27,0,46
1,84,0,1,3,3,27,2,24
0,32,1,0,6,2,10,37,30
1,1,0,0,3,2,10,21,38
0,68,1,0,3,6,10,0,22
1,16,0,1,1,3,27,0,43
1,1,0,1,1,3,27,0,31
1,70,0,1,1,3,27,36,48
1,84,0,1,1,3,27,1,23
1,8,0,0,1,3,10,12,51
1,84,0,1,3,3,27,1,28
1,68,0,0,3,1,10,120,31
1,3,1,0,1,2,10,0,35
1,70,0,1,3,3,27,18,36
1,42,0,0,1,3,10,188,34
1,84,0,1,1,3,27,0,40
1,70,0,1,1,3,27,18,36
1,40,1,0,1,2,18,0,31
1,70,0,0,3,6,12,0,51
1,26,0,0,5,2,13,51,34
1,8,0,0,1,3,29,3,35
1,42,0,0,3,3,13,6,46
1,26,0,0,3,2,13,66,26
1,1,0,0,3,2,30,30,65
1,22,0,0,6,1,18,63,54
1,87,0,0,3,1,13,60,32
1,30,0,1,3,3,27,64,36
1,84,0,1,1,3,27,0,30
1,84,0,1,1,3,27,0,19
0,6,1,1,3,3,27,0,42
1,70,0,1,1,3,27,0,41
1,70,0,1,1,3,27,0,36
1,45,0,0,5,1,17,4,41
0,43,0,0,5,1,28,147,43
0,64,1,0,5,1,10,40,25
1,84,0,1,1,3,27,27,26
1,65,0,0,3,2,10,0,32
1,8,0,0,3,3,10,0,31
1,70,0,1,1,3,27,0,53
1,70,0,1,3,3,27,10,37
1,79,0,1,1,3,27,0,41
0,70,1,1,5,3,10,13,22
1,70,1,0,1,6,5,5,51
1,65,0,0,1,2,13,70,23
0,8,0,0,3,3,23,0,48
1,70,0,1,1,3,27,51,42
1,71,0,0,3,3,13,60,24
1,70,1,0,1,1,27,7,23
1,84,0,1,1,3,27,1,24
1,84,0,1,1,3,27,0,23
1,65,1,0,1,2,18,11,39
1,70,0,1,1,3,27,0,23
1,70,0,1,1,3,27,7,36
1,65,0,0,1,2,13,768,30
1,42,0,1,1,3,27,10,38
1,65,0,1,5,1,18,29,38
1,84,0,1,1,3,27,12,34
1,70,0,1,1,3,27,0,36
1,70,0,1,1,3,27,0,28
1,70,0,0,3,3,27,15,29
1,10,0,1,1,3,27,0,42
1,83,0,0,1,2,30,12,20
1,5,0,0,6,1,18,63,41
1,62,0,0,1,3,18,6,37
1,24,0,0,6,1,28,12,33
1,62,1,0,3,1,18,0,45
1,70,0,1,1,3,27,14,39
1,41,1,0,5,3,27,18,37
1,84,1,1,1,3,27,1,40
1,40,0,0,3,2,10,120,42
1,1,0,0,1,1,10,35,37
1,42,0,1,1,3,27,21,35
1,46,0,1,,3,27,0,35
1,39,0,0,3,2,13,180,31
1,18,0,0,3,2,13,60,26
1,56,0,0,1,1,10,188,46
1,2,0,0,3,3,13,300,34
1,62,1,0,1,6,30,41,35
1,40,1,0,1,2,17,21,38
1,39,0,0,3,2,13,100,36
1,84,0,1,1,3,27,0,40
1,17,0,0,3,2,13,180,49
0,50,1,0,5,1,18,0,65
0,40,1,0,3,1,18,0,41
1,84,0,1,1,3,27,6,41
1,50,0,0,1,1,26,0,23
1,42,0,1,1,3,10,30,22
1,42,0,1,1,3,27,7,26
1,42,0,1,1,3,10,42,19
1,2,0,0,3,1,18,72,48
1,40,0,0,3,3,29,10,26
1,84,0,1,1,3,27,0,23
1,14,1,0,3,3,18,0,34
1,84,0,1,1,3,27,1,28
1,39,0,0,5,1,28,96,48
1,40,0,0,5,2,13,48,37
1,9,1,0,5,2,10,0,51
1,40,0,0,3,1,12,0,45
1,2,0,0,1,3,13,42,30
0,30,0,1,1,3,10,108,34
1,84,0,1,1,3,27,0,29
1,16,0,0,5,3,18,5,49
1,9,0,0,3,2,10,18,25
1,37,0,0,1,2,13,125,23
1,4,0,0,3,3,13,60,21
0,4,0,0,1,3,10,60,26
1,71,0,0,3,1,18,0,40
1,81,0,0,1,6,4,18,29
1,23,0,0,1,1,10,48,39
1,5,0,0,5,2,10,24,33
1,89,0,0,3,3,10,24,78
1,22,0,0,6,1,28,292,61
1,89,0,0,3,3,5,0,22
1,42,0,1,1,3,27,60,60
1,42,0,1,1,3,27,7,33
1,42,0,1,3,3,27,36,48
1,31,0,0,5,2,6,60,54
1,33,0,0,3,2,13,65,32
1,87,0,0,3,2,4,360,28
1,10,0,0,1,2,10,50,24
1,15,0,0,1,2,10,60,42
0,85,0,0,5,1,13,0,31
0,4,0,1,3,3,23,30,47
1,42,0,1,1,3,27,60,58
1,66,0,0,3,3,10,60,29
1,42,0,1,1,3,27,57,33
1,23,0,0,3,1,13,60,30
1,42,0,1,1,3,27,30,38
1,35,1,0,1,2,18,36,44
1,66,1,0,5,2,18,0,32
0,5,0,0,3,1,28,24,34
1,9,1,0,5,1,17,0,45
1,36,0,1,3,2,27,27,30
1,72,0,0,1,3,13,77,35
1,70,0,0,6,6,5,0,43
0,31,1,1,5,2,10,0,21
1,42,0,1,,3,27,2,26
0,42,0,1,3,3,10,6,20
1,78,0,0,3,2,13,14,33
0,42,0,0,1,3,10,12,21
1,42,0,1,1,3,27,48,28
1,23,0,0,5,1,30,18,32
1,34,0,1,1,3,10,94,36
1,42,1,1,1,3,27,0,28
1,74,0,0,5,3,27,0,28
1,30,0,0,1,3,10,188,38
1,80,1,0,3,6,13,0,25
1,36,0,0,1,2,10,168,35
1,31,0,1,3,3,10,120,65
1,6,0,0,5,3,10,40,36
1,53,0,0,5,1,28,180,25
1,80,0,0,5,1,28,3,35
0,30,0,1,3,3,10,87,26
1,9,0,0,5,1,28,60,44
0,30,0,1,1,3,10,120,24
1,6,0,0,3,1,10,24,35
1,80,0,0,3,1,13,86,26
1,84,0,1,1,3,27,2,33
1,84,0,1,1,3,27,0,30
0,18,0,0,6,1,28,86,32
1,80,0,0,3,6,10,33,33
0,80,1,0,6,1,10,12,36
1,80,0,0,3,1,28,60,45
0,41,0,0,1,3,27,12,25
1,41,1,0,3,3,34,16,39
1,82,0,1,3,3,27,8,35
1,67,0,0,3,1,13,137,32
1,67,0,0,5,3,10,188,43
1,70,0,1,1,3,10,13,23
1,70,0,1,1,3,27,30,20
1,67,0,0,3,1,10,0,40
1,26,1,0,1,2,29,12,37
1,31,0,0,5,2,10,30,42
1,31,0,0,3,3,6,48,45
1,77,0,0,1,6,5,28,36
1,77,0,0,3,1,10,70,39
0,30,0,1,1,3,10,87,22
1,47,1,0,5,2,18,94,45
1,77,0,0,1,6,5,75,23
1,77,0,0,1,6,5,27,20
0,80,1,0,5,6,10,12,57
1,20,0,0,5,2,17,0,51
1,84,0,0,3,1,27,0,33
1,84,1,0,3,3,10,0,39
1,18,0,0,3,2,13,36,23
1,67,0,0,1,1,10,30,41
1,84,0,0,3,3,10,12,41
1,79,0,0,3,1,13,33,28
1,30,0,1,1,3,27,0,27
1,84,1,1,3,3,27,1,35
1,74,0,0,3,3,10,40,41
1,79,0,0,3,6,13,46,31
1,49,0,0,3,2,13,46,35
1,74,0,1,1,3,27,15,55
1,74,0,1,1,3,27,15,31
1,42,0,1,1,3,27,21,39
1,42,0,0,3,3,27,21,27
1,24,0,0,5,2,13,12,29
1,24,1,0,3,1,10,63,36
1,31,0,1,3,3,10,14,39
0,22,0,0,3,2,13,12,23
1,22,1,0,1,2,17,4,42
1,24,0,0,5,2,13,0,34
1,16,0,0,1,2,10,41,39
1,41,0,1,1,3,27,12,33
0,41,0,0,3,3,10,43,48
0,30,0,0,5,1,28,90,56
1,31,0,0,5,3,10,188,27
1,35,0,0,3,2,18,0,40
0,23,0,0,3,1,4,168,39
1,49,0,0,3,1,20,18,44
1,12,0,1,1,3,27,46,32
1,51,1,0,5,1,10,50,45
1,40,0,0,5,1,13,37,44
0,47,0,0,5,1,23,2,63
1,35,0,0,3,2,1,60,36
1,12,0,0,6,1,4,188,26
1,40,1,0,3,1,18,24,32
0,41,0,0,6,1,18,3,59
0,87,0,1,1,3,11,48,23
1,42,0,0,1,2,4,120,26
1,12,0,0,1,3,10,21,25
0,41,1,0,5,2,4,60,22
0,12,0,0,5,3,10,76,31
1,79,0,0,3,1,13,71,35
1,42,0,0,1,3,10,48,40
1,42,0,1,1,3,27,7,40
0,42,0,0,3,2,35,0,22
1,60,0,0,3,1,10,0,34
1,82,0,0,5,1,13,24,54
1,84,0,1,1,3,27,0,36
1,85,0,0,3,6,17,18,47
1,51,0,0,1,2,13,110,32
1,24,0,0,5,1,10,37,34
1,82,0,1,1,3,11,60,33
0,12,1,0,5,1,10,0,34
1,38,0,0,3,2,10,0,39
1,84,0,1,1,3,27,0,41
0,30,0,0,6,1,4,168,51
1,51,0,0,1,2,10,63,46
1,31,0,1,3,3,10,120,38
1,58,0,0,5,1,10,57,57
1,40,0,0,,2,13,80,39
1,31,0,0,5,2,18,60,36
1,58,0,0,5,1,10,80,39
1,60,0,0,3,2,10,120,41
1,60,0,0,5,1,18,27,62
1,24,0,0,1,2,10,51,21
1,84,0,1,3,3,27,1,30
1,70,0,0,3,3,32,0,30
1,28,0,0,3,2,13,140,39
1,84,0,1,1,3,27,0,23
1,41,0,1,1,3,27,18,45
1,40,1,0,5,1,18,24,46
0,42,1,1,,3,18,0,31
1,41,0,1,,3,27,4,36
1,42,0,1,1,3,27,0,53
1,41,0,1,1,3,27,15,44
1,31,0,0,3,2,18,9,59
1,42,1,0,3,1,18,0,38
1,31,1,0,5,1,24,57,30
0,70,0,0,5,1,10,0,24
1,18,0,0,6,2,10,56,39
1,41,0,1,1,3,27,15,61
0,42,1,1,,3,18,0,48
1,82,0,0,3,3,13,46,28
1,42,0,1,1,3,27,0,29
0,45,0,0,1,3,10,60,22
1,0,0,0,5,2,10,36,30
0,42,1,1,1,3,27,0,20
1,42,0,1,1,3,27,10,33
0,42,0,1,1,3,10,0,36
1,12,0,0,1,2,13,168,33
1,42,0,1,1,3,10,78,29
1,43,0,0,1,3,10,270,40
0,42,0,0,1,3,10,24,19
1,42,0,0,3,1,10,94,31
1,42,0,0,1,3,10,18,44
1,42,0,1,1,3,27,0,26
0,42,0,0,6,3,28,60,23
1,49,0,0,1,1,10,240,35
1,82,0,0,3,1,10,100,30
1,41,0,1,1,3,27,27,30
1,42,0,0,3,3,10,150,29
1,42,0,1,1,3,27,30,38
0,42,0,0,3,3,28,36,26
1,1,0,1,1,3,27,42,39
1,41,0,1,1,3,27,30,49
1,41,1,1,3,3,27,36,29
1,70,0,0,1,3,10,13,24
1,81,0,0,3,2,18,0,32
1,42,0,1,5,3,18,33,32
1,42,0,1,1,3,27,15,32
1,81,0,0,3,1,13,24,47
1,41,0,1,3,3,27,27,40
1,42,0,1,1,3,27,12,34
0,42,1,1,5,3,10,12,48
1,54,0,0,3,1,30,15,50
1,42,0,1,1,3,23,30,41
1,48,0,0,3,2,12,1,31
0,1,0,0,6,1,18,0,64
0,30,0,1,1,3,10,135,49
1,42,0,0,3,3,29,14,33
0,30,0,1,1,3,10,151,58
0,42,0,1,1,3,10,12,29
0,66,0,0,6,1,23,0,67
0,52,1,0,3,3,35,3,54
1,49,1,0,1,1,10,60,39
1,70,0,1,1,3,27,10,47
1,42,0,0,6,1,23,0,33
1,72,0,1,5,3,10,97,44
1,52,0,0,3,2,22,21,67
0,31,1,0,5,2,18,61,30
1,41,0,1,1,3,27,21,27
1,1,0,1,1,3,27,18,30
1,70,1,1,1,3,27,12,35
0,78,0,0,5,1,28,112,31
1,48,0,0,5,1,18,60,39
1,70,0,1,1,3,10,15,24
1,52,1,0,3,2,35,0,64
,42,1,1,,3,18,0,20
0,4,0,0,5,3,18,6,65
1,41,0,1,1,3,27,13,34
1,70,0,1,1,3,27,0,40
1,12,0,0,3,3,16,12,24
1,80,0,0,3,3,13,120,39
1,72,1,0,5,1,18,33,40
1,66,0,0,3,2,18,24,37
1,66,0,0,1,1,10,70,30
1,30,0,1,1,3,10,96,36
1,70,0,1,1,3,27,8,26
0,42,0,1,1,1,10,0,43
1,16,0,1,1,3,27,27,31
0,73,1,0,5,3,18,1,44
0,74,0,0,3,2,4,72,21
1,18,0,0,3,2,13,33,32
1,74,0,1,3,3,27,13,34
1,70,0,1,1,3,27,8,19
0,30,0,1,3,3,10,210,44
1,4,0,0,1,3,10,35,30
1,45,0,0,3,2,13,50,49
1,41,0,1,1,3,27,46,32
0,51,0,0,5,3,10,0,25
1,30,0,0,5,1,35,12,31
1,70,0,1,1,3,27,28,39
1,42,0,0,1,3,13,123,30
1,31,0,0,5,2,18,36,25
1,73,0,0,3,3,18,30,43
,42,1,1,,3,18,0,22
1,31,0,1,,3,27,0,22
1,84,0,1,1,3,13,6,26
0,42,1,0,5,1,23,0,30
1,51,0,0,1,2,10,0,61
1,4,0,0,1,3,10,10,33
1,31,0,0,3,2,18,212,33
1,31,0,0,1,2,18,24,28
1,84,0,0,1,1,10,33,52
1,84,0,1,1,3,27,15,21
1,84,0,1,1,3,27,24,40
1,31,0,0,3,2,18,25,29
1,84,0,1,1,3,27,3,32
1,17,0,0,3,2,13,180,29
1,70,0,1,1,3,27,16,43
0,70,0,1,3,3,10,24,21
1,84,0,1,1,3,27,2,22
1,41,0,1,,3,27,0,53
1,66,0,0,3,3,10,70,40
1,84,0,1,1,3,27,2,32
1,70,0,1,1,3,27,24,35
1,45,0,1,1,3,10,23,40
1,70,0,1,1,3,27,18,37
0,70,1,0,5,2,5,0,21
0,70,0,1,1,3,27,0,43
1,84,0,1,1,3,27,18,23
1,17,0,0,3,1,18,5,44
1,41,0,1,1,3,27,21,43
0,73,0,0,6,6,18,0,42
,73,1,0,,1,18,0,21
1,84,0,0,3,3,10,0,45
1,70,0,1,1,3,27,0,36
1,70,0,0,1,3,10,42,36
1,72,0,1,1,3,10,96,37
0,72,0,1,1,3,10,50,35
1,80,0,0,5,6,35,0,60
0,70,0,1,1,3,10,60,41
1,70,0,1,3,3,27,24,35
1,72,0,0,5,1,17,84,36
1,36,0,0,1,2,10,190,35
1,71,0,0,3,2,13,685,24
1,70,0,1,1,3,27,57,29
1,70,0,1,1,3,27,18,30
1,41,0,1,1,3,27,18,29
1,71,0,0,1,2,13,661,24
1,41,0,1,1,3,27,8,38
1,73,0,1,3,3,27,30,22
1,70,0,1,1,3,27,30,36
1,80,0,0,1,2,10,188,25
1,20,0,0,1,2,13,550,27
1,45,1,0,6,2,23,0,27
0,70,0,1,3,3,13,8,22
1,84,0,1,1,3,10,0,43
1,82,0,0,5,1,4,156,34
0,5,0,0,1,3,24,36,26
1,70,0,1,1,3,27,12,59
1,70,0,0,1,3,13,0,28
1,41,0,0,1,3,10,87,34
1,84,0,1,1,3,27,1,20
1,84,0,1,1,3,27,0,32
1,84,0,1,1,3,27,2,28
1,84,0,1,1,3,27,1,35
1,84,0,1,1,3,27,12,41
1,84,0,1,1,3,27,1,36
1,84,0,1,1,3,27,2,32
1,33,0,0,5,1,25,0,42
1,41,0,1,1,3,10,30,26
1,33,0,0,3,2,25,0,49
1,7,0,0,5,3,13,60,31
1,7,1,0,5,2,10,0,25
1,22,0,0,3,2,13,24,48
0,45,0,0,1,6,23,15,43
1,84,0,1,,3,27,1,31
0,7,0,1,1,2,10,12,43
1,78,0,1,3,3,27,57,28
1,13,0,0,3,3,10,27,55
1,41,0,1,3,3,27,10,38
1,43,0,0,1,1,10,36,42
0,14,1,0,6,1,24,24,47
1,41,0,1,1,3,27,57,42
0,63,1,0,5,1,22,18,67
1,13,0,0,3,2,10,120,25
1,57,0,0,3,2,13,120,27
1,83,1,0,5,1,35,0,36
0,32,0,0,6,1,28,12,48
0,13,1,0,3,2,18,0,39
1,41,0,1,1,3,27,24,28
1,79,0,0,3,1,6,36,35
1,52,0,1,5,3,22,0,47
1,45,0,0,1,2,24,77,30
1,84,0,1,6,1,10,60,48
1,80,0,1,,3,10,120,45
1,52,0,0,1,2,13,37,25
0,9,0,1,1,2,10,46,52
1,72,0,0,3,3,10,97,39
1,84,1,0,1,2,10,22,43
1,1,0,0,1,2,13,41,27
1,88,0,0,3,2,13,57,34
1,41,1,0,5,2,18,57,45
1,84,0,1,1,3,27,0,30
1,84,0,1,1,3,27,1,44
1,40,0,0,5,1,28,97,25
1,84,0,1,1,3,27,0,31
1,84,0,1,1,3,27,0,42
1,72,0,0,3,2,13,33,41
1,8,0,0,3,2,18,12,24
1,42,0,1,,,27,0,41
0,88,0,0,1,3,10,0,38
1,8,0,1,1,3,30,12,32
1,84,0,1,1,3,27,0,24
1,41,0,1,1,3,27,21,57
,66,0,0,,,17,0,18
1,30,0,0,3,1,28,135,61
1,63,0,1,1,3,10,120,29
1,76,1,0,3,3,10,24,40
1,8,0,0,5,1,17,0,28
1,8,0,0,3,1,10,48,26
1,63,0,1,1,3,10,120,34
1,8,0,1,1,3,30,0,50
1,84,1,0,5,3,35,0,34
1,84,0,1,1,3,27,4,41
1,84,0,1,1,3,27,29,43
1,16,0,0,3,2,24,108,23
1,63,0,0,5,2,18,32,50
1,7,0,0,3,1,13,0,50
1,63,0,0,5,2,10,240,28
1,13,0,0,3,2,6,75,41
1,13,0,0,5,1,22,12,65
1,84,0,1,1,3,27,3,46
0,5,0,0,6,1,18,14,36
0,7,0,1,6,6,5,0,61
1,84,0,1,1,3,27,1,23
0,74,1,0,5,1,10,36,24
,74,0,1,,3,27,3,56
0,7,1,0,5,2,19,0,56
0,74,1,0,3,3,10,15,20
1,84,0,1,1,3,27,0,72
1,81,0,1,1,3,27,21,36
1,74,0,1,1,3,27,18,48
1,84,0,1,1,3,27,2,39
1,74,0,0,1,3,10,24,21
1,84,0,1,1,3,27,2,38
0,81,1,1,1,3,10,12,47
1,36,0,0,1,2,10,70,46
1,84,0,1,1,3,27,4,47
1,42,1,0,1,1,10,30,20
1,74,0,1,1,3,27,21,45
0,9,0,0,5,2,10,30,47
,74,0,1,,3,27,0,43
1,74,0,1,1,3,27,6,39
1,74,0,1,1,3,27,33,45
1,32,0,1,1,3,27,12,26
0,52,0,0,6,1,26,15,48
0,31,0,1,3,2,10,24,26
,74,0,1,,3,27,2,45
0,8,0,1,3,3,10,0,62
1,8,0,0,3,3,1,9996,63
1,45,0,0,1,3,10,144,37
,22,1,0,,,35,0,28
1,8,0,0,3,3,10,24,27
,22,1,0,,,35,0,22
1,84,0,1,1,3,27,1,24
1,8,0,0,1,3,24,63,27
1,38,1,0,3,1,18,26,38
1,16,0,0,3,3,10,60,38
1,42,1,0,3,2,10,18,56
1,63,0,0,5,2,13,77,28
0,31,0,1,6,1,22,0,57
1,84,0,1,1,3,27,1,19
1,65,0,0,3,1,18,0,49
1,42,0,1,1,3,27,5,34
1,84,0,1,1,3,27,15,39
1,41,0,1,1,3,27,70,27
1,41,0,1,3,3,10,46,33
1,1,0,1,1,3,10,33,31
1,84,0,1,1,3,27,30,42
1,84,0,1,1,3,27,30,45
1,41,0,1,1,3,27,46,31
1,13,0,0,3,2,18,14,24
1,13,0,1,1,3,27,24,30
1,41,1,0,3,3,10,68,23
0,41,0,0,3,3,10,60,19
1,84,0,1,,3,27,18,54
1,41,0,1,1,3,27,27,32
1,41,0,1,1,3,27,4,40
1,74,0,0,5,3,10,90,27
0,7,0,0,3,1,22,0,62
1,7,0,1,1,3,10,0,43
1,65,0,0,1,2,13,37,22
1,84,0,1,3,3,27,1,22
1,42,0,1,,3,27,0,34
1,32,0,0,1,2,10,15,34
1,71,0,1,1,3,24,48,35
0,65,1,0,6,1,34,0,59
0,74,0,0,1,3,10,0,20
1,31,0,0,5,1,10,120,32
1,84,0,1,1,3,27,1,21
1,33,0,0,5,2,25,0,39
1,79,0,0,5,1,6,48,28
1,52,0,1,1,3,27,16,36
1,88,1,0,3,1,18,48,46
1,74,1,0,5,1,10,42,37
0,41,0,0,1,3,27,24,19
0,71,1,1,1,3,24,48,29
0,74,1,0,1,3,10,0,19
1,74,0,0,1,2,24,18,21
1,74,0,0,3,1,10,4,43
0,74,0,0,5,3,10,36,22
1,74,0,1,3,3,27,12,37
0,74,0,0,1,6,35,0,62
1,74,0,0,1,3,10,70,38
1,74,0,0,1,3,10,30,20
1,88,0,0,3,1,29,6,31
1,74,0,1,3,3,27,24,28
1,74,0,0,1,2,4,70,25
1,45,0,0,5,2,10,36,38
0,74,1,0,3,3,10,78,25
,22,0,0,,1,17,0,28
1,45,0,1,6,1,21,55,53
1,31,0,0,5,2,18,120,27
1,88,0,1,5,3,17,37,26
1,74,0,1,1,3,27,6,39
1,74,0,1,3,3,10,24,51
0,15,0,0,6,1,18,18,66
1,52,0,0,1,3,10,150,62
1,74,0,1,1,3,27,0,37
1,73,0,0,6,1,27,6,43
,81,0,,,,35,0,24
1,74,1,1,1,3,27,0,51
,81,1,0,,3,35,0,28
1,64,0,0,1,2,13,180,30
1,74,0,0,6,1,34,18,51
1,42,0,1,1,3,27,0,34
0,74,1,1,1,3,10,120,31
1,74,0,0,1,3,10,70,26
1,74,0,0,1,3,10,36,50
0,74,1,1,5,3,18,12,46
1,49,0,0,3,1,10,180,39
1,45,0,0,6,2,17,0,53
0,42,0,1,5,3,10,0,19
1,73,0,0,6,2,22,36,61
1,9,0,0,1,2,4,120,48
1,16,0,1,1,3,27,0,48
1,42,0,1,1,3,27,0,38
,74,1,1,,1,27,2,29
1,5,0,0,5,2,10,12,28
1,84,0,1,1,3,27,15,44
0,41,0,0,5,3,10,48,65
1,41,0,0,1,3,10,47,34
1,41,0,1,1,3,27,12,27
1,74,0,1,,3,27,36,36
0,42,0,1,1,3,27,0,48
1,74,0,1,1,3,27,51,31
0,30,0,0,3,3,35,0,33
1,4,0,1,3,3,27,0,31
1,18,0,0,1,2,10,52,49
1,80,0,1,1,3,27,24,34
1,84,0,1,1,3,27,2,47
0,45,0,0,3,3,10,80,23
1,85,0,0,3,6,10,120,35
1,13,0,0,3,1,18,24,49
1,79,0,0,5,1,13,66,46
1,7,0,0,1,1,24,6,67
0,80,0,0,1,3,13,18,37
0,13,1,0,5,6,18,36,44
1,45,0,0,3,2,10,40,34
1,42,0,0,3,3,13,84,36
1,32,0,0,5,2,18,0,34
1,84,0,1,1,3,27,37,41
1,84,0,1,1,3,10,27,36
1,88,0,1,1,3,27,0,46
1,13,0,0,1,2,13,13,33
1,84,0,1,1,3,27,0,20
1,84,0,1,6,3,27,1,45
1,88,0,0,3,1,13,24,38
1,88,1,0,3,1,20,8,24
1,88,0,0,3,3,13,42,26
1,84,0,1,1,3,27,46,53
1,88,0,0,1,3,10,37,24
1,79,0,1,1,3,27,54,36
1,96,0,1,,3,27,0,30
,42,0,1,,3,18,2,42
1,88,0,1,1,3,27,24,41
1,41,0,1,1,3,27,25,43
1,41,1,0,1,3,27,12,24
1,88,0,0,3,1,13,60,30
1,79,0,1,,3,27,8,35
1,84,0,1,1,3,27,1,31
1,84,0,1,1,3,27,0,38
1,23,0,0,5,2,13,120,32
1,41,0,1,1,3,27,12,32
1,41,0,1,1,3,27,18,24
1,41,0,1,1,3,27,10,42
1,84,0,1,1,3,27,1,35
1,5,0,0,5,1,13,12,22
1,41,1,1,1,3,27,15,36
1,41,0,1,1,3,27,0,24
1,41,0,1,1,3,27,28,43
1,30,0,0,3,2,13,115,36
1,8,0,1,5,2,18,0,53
1,8,0,0,1,2,10,135,34
1,41,0,1,1,3,27,12,32
1,80,0,0,1,2,10,57,34
1,14,0,0,3,2,10,41,39
1,41,0,1,1,3,27,24,50
0,8,1,0,1,2,10,0,32
1,42,0,1,1,3,27,18,37
1,73,0,1,3,3,27,18,32
1,25,0,0,5,1,28,12,52
1,31,0,1,,3,27,0,36
1,31,0,1,,3,27,0,40
1,70,0,1,1,3,27,7,23
1,41,0,1,1,3,27,12,41
0,11,0,0,5,1,18,12,52
,17,0,,,2,12,0,21
,17,0,0,,6,35,0,22
1,31,0,1,,3,27,0,22
1,84,0,1,1,3,27,21,32
0,30,0,1,1,3,10,135,46
1,80,1,0,3,3,13,120,32
1,84,0,1,1,3,27,18,34
1,42,1,0,1,3,10,36,24
1,84,1,1,1,3,27,1,25
1,84,0,0,1,3,27,18,21
1,70,1,0,1,1,27,24,29
0,41,0,1,1,3,10,37,23
1,45,0,0,1,1,10,12,37
1,84,0,0,3,6,2,37,31
1,90,0,1,,3,27,0,37
1,70,0,1,3,3,27,46,42
1,90,0,0,1,2,18,46,30
1,9,0,0,3,1,10,151,55
0,85,1,0,5,2,17,0,25
0,30,1,1,5,2,10,24,35
0,9,1,0,5,2,27,0,50
1,30,0,1,3,3,10,188,47
