POOFFICE,TOTPRISN,TIMSERVM,TIMSERVD,TOTDAYS,SENTIMP,MONRACE,MONSEX,NEWEDUC,NEWRACE,OFFTYPSB,NEWCIT,AGE,CITIZEN,CITWHERE,CRIMHIST,DISTRICT,HISPORIG
3,0,0,138,0,1,1,0,5,3,10,1,19,2,49,0,42,2
2,36,0,0,0,1,2,0,6,2,22,0,61,1,211,1,73,1
1,120,0,0,0,1,2,0,1,2,4,0,48,1,211,1,9,1
1,0,11,20,0,1,1,0,1,3,27,1,48,3,30,1,16,2
3,0,2,19,0,1,1,0,1,3,27,1,38,3,49,1,42,2
3,2,0,0,0,1,1,1,3,1,27,1,29,3,74,1,74,1
3,12,0,0,1,1,2,0,5,2,10,0,28,1,211,1,5,1
2,15,0,0,0,1,1,0,1,3,27,1,44,3,49,1,84,2
1,48,0,0,0,1,1,0,5,3,10,0,65,1,211,0,41,2
1,47,0,0,0,1,1,0,1,3,10,0,34,1,211,1,41,2
5,12,0,0,1,1,1,0,1,3,27,1,27,3,49,1,41,2
3,36,0,0,0,1,1,0,1,3,27,1,36,3,49,1,74,2
3,0,4,11,0,1,1,0,1,3,27,1,48,3,49,0,42,2
3,51,0,0,0,1,1,0,1,3,27,1,31,3,49,1,74,2
6,0,0,0,0,4,1,0,3,3,35,0,33,1,211,0,30,2
3,0,4,24,0,1,2,0,3,3,27,1,31,3,30,1,4,2
2,52,0,0,0,1,2,0,1,2,10,0,49,1,211,1,18,1
2,24,0,0,0,1,1,0,1,3,27,1,34,3,49,1,80,2
2,2,0,0,17,1,1,0,1,3,27,1,47,3,49,1,84,2
2,80,0,0,0,1,1,0,3,3,10,0,23,1,211,0,45,2
4,120,0,0,0,1,3,0,3,6,10,0,35,1,211,1,85,1
2,24,0,0,0,1,1,0,3,1,18,0,49,1,211,1,13,1
3,66,0,0,0,1,1,0,5,1,13,0,46,1,211,1,79,1
1,6,0,0,0,1,1,0,1,1,24,0,67,1,211,1,7,1
2,18,0,0,0,1,1,0,1,3,13,0,37,1,211,0,80,2
2,36,0,0,0,1,4,1,5,6,18,0,44,1,211,0,13,1
1,40,0,0,0,1,2,0,3,2,10,0,34,1,211,1,45,1
3,84,0,0,0,1,1,0,3,3,13,0,36,1,211,1,42,2
1,0,0,0,0,3,2,0,5,2,18,0,34,1,211,1,32,1
1,37,0,0,0,1,1,0,1,3,27,1,41,3,49,1,84,2
1,27,0,0,0,1,1,0,1,3,10,1,36,3,49,1,84,2
2,0,0,0,0,4,1,0,1,3,27,1,46,3,49,1,88,2
2,13,0,0,0,1,2,0,1,2,13,0,33,1,211,1,13,1
1,0,0,0,47,1,1,0,1,3,27,1,20,3,49,1,84,2
6,1,0,0,27,1,1,0,6,3,27,1,45,3,49,1,84,2
2,24,0,0,0,1,1,0,3,1,13,0,38,1,211,1,88,1
2,8,0,0,0,1,1,1,3,1,20,0,24,1,211,1,88,1
2,42,0,0,0,1,1,0,3,3,13,0,26,1,211,1,88,2
2,46,0,0,0,1,1,0,1,3,27,1,53,3,49,1,84,2
2,37,0,0,0,1,1,0,1,3,10,0,24,1,211,1,88,2
3,54,0,0,0,1,1,0,1,3,27,1,36,3,49,1,79,2
3,0,2,20,0,1,1,0,3,3,27,1,30,3,40,1,96,2
3,2,0,0,0,1,7,0,5,3,18,1,42,3,49,1,42,2
2,24,0,0,0,1,1,0,1,3,27,1,41,3,49,1,88,2
1,25,0,0,0,1,1,0,1,3,27,1,43,3,49,1,41,2
1,12,0,0,0,1,1,1,1,3,27,0,24,1,211,1,41,2
2,60,0,0,0,1,1,0,3,1,13,0,30,1,211,1,88,1
3,8,0,0,0,1,1,0,3,3,27,1,35,3,49,1,79,2
1,1,0,0,7,1,1,0,1,3,27,1,31,3,49,1,84,2
2,0,0,76,0,1,1,0,1,3,27,1,38,3,49,1,84,2
4,120,0,0,0,1,2,0,5,2,13,0,32,1,211,1,23,1
1,12,0,0,1,1,1,0,1,3,27,1,32,3,49,1,41,2
1,18,0,0,0,1,1,0,1,3,27,1,24,3,40,1,41,2
1,10,0,0,0,1,1,0,1,3,27,1,42,3,49,1,41,2
2,1,0,0,18,1,1,0,1,3,27,1,35,3,49,1,84,2
3,12,0,0,1,1,1,0,5,1,13,0,22,1,211,1,5,1
1,15,0,0,0,1,1,1,1,3,27,1,36,3,49,1,41,2
1,0,5,1,0,1,1,0,1,3,27,1,24,3,32,1,41,2
1,28,0,0,0,1,1,0,1,3,27,1,43,3,49,1,41,2
6,115,0,0,0,1,2,0,3,2,13,0,36,1,211,1,30,1
1,0,0,0,0,3,2,0,5,2,18,1,53,2,63,1,8,1
1,135,0,0,0,1,2,0,1,2,10,0,34,1,211,1,8,1
4,12,0,0,0,1,1,0,1,3,27,1,32,3,49,1,41,2
2,57,0,0,0,1,2,0,1,2,10,0,34,1,211,1,80,1
3,41,0,0,0,1,2,0,3,2,10,0,39,1,211,1,14,1
4,24,0,0,0,1,1,0,1,3,27,1,50,3,49,1,41,2
1,0,997,997,0,2,2,1,1,2,10,0,32,1,211,0,8,1
3,18,0,0,0,1,1,0,1,3,27,1,37,3,49,1,42,2
2,18,0,0,0,1,1,0,3,3,27,1,32,3,49,1,73,2
2,12,0,0,1,1,1,0,5,1,28,0,52,1,211,1,25,1
3,0,2,0,0,1,1,0,1,3,27,1,36,3,40,1,31,2
9,0,997,997,0,1,1,0,1,3,27,1,40,3,49,1,31,2
2,7,0,0,0,1,1,0,1,3,27,1,23,3,49,1,70,2
4,12,0,0,0,1,1,0,1,3,27,1,41,3,49,1,41,2
1,12,0,0,1,1,1,0,5,1,18,0,52,1,211,0,11,1
5,0,0,0,0,0,2,0,1,2,12,0,21,1,211,1,17,0
5,0,0,0,0,4,4,0,1,6,35,0,22,1,211,1,17,1
3,0,997,997,0,1,1,0,5,3,27,1,22,3,40,1,31,2
2,21,0,0,0,1,1,0,1,3,27,1,32,3,49,1,84,2
8,135,0,0,0,1,1,0,1,3,10,1,46,3,28,0,30,2
2,120,0,0,0,1,1,1,3,3,13,0,32,1,211,1,80,2
2,18,0,0,0,1,1,0,1,3,27,1,34,3,49,1,84,2
5,36,0,0,0,1,1,1,1,3,10,0,24,1,211,1,42,2
1,1,0,0,8,1,1,1,1,3,27,1,25,3,49,1,84,2
1,18,0,0,0,1,1,0,1,3,27,0,21,1,211,1,84,2
4,24,0,0,0,2,1,1,1,1,27,0,29,1,211,1,70,1
8,37,0,0,0,1,1,0,1,3,10,1,23,3,49,0,41,2
4,12,0,0,0,1,1,0,1,1,10,0,37,1,211,1,45,1
1,37,0,0,0,1,3,0,3,6,2,0,31,1,211,1,84,1
1,0,0,71,0,1,1,0,1,3,27,1,37,3,32,1,90,2
2,46,0,0,0,1,1,0,3,3,27,1,42,3,49,1,70,2
1,46,0,0,0,1,2,0,1,2,18,0,30,1,211,1,90,1
1,151,0,0,0,1,1,0,3,1,10,0,55,1,211,1,9,1
4,0,0,0,0,4,2,1,5,2,17,0,25,1,211,0,85,1
8,24,0,0,0,1,2,1,5,2,10,1,35,3,45,0,30,1
1,0,0,0,0,4,2,1,5,2,27,0,50,1,211,0,9,1
8,188,0,0,0,1,1,0,3,3,10,1,47,4,28,1,30,2
4,60,0,0,0,1,2,0,3,2,13,0,45,1,211,1,65,1
4,37,0,0,0,1,1,0,1,1,30,0,37,1,211,1,65,1
1,18,0,0,0,1,1,0,1,1,22,0,59,1,211,0,32,1
4,0,997,997,0,1,2,0,1,2,29,0,29,1,211,1,65,1
1,0,0,0,51,1,1,0,1,3,27,1,30,3,49,1,84,2
1,0,0,0,47,1,1,0,1,3,27,1,22,3,49,1,84,2
1,0,0,0,22,1,1,0,1,3,27,1,34,3,49,1,84,2
2,1,0,0,17,1,1,0,3,3,27,1,25,3,49,1,84,2
2,1,0,0,7,1,1,0,1,3,27,1,20,3,49,1,84,2
1,0,0,38,0,1,1,0,5,3,27,0,37,1,211,1,84,2
2,4,0,0,0,1,1,1,1,3,27,1,28,3,49,1,84,2
1,36,0,0,0,1,1,0,3,3,10,0,46,1,211,1,84,2
7,63,0,0,0,1,1,0,3,3,10,0,34,1,211,1,42,2
1,28,0,0,0,1,8,0,1,3,27,1,34,3,37,1,32,2
8,24,0,0,0,1,1,0,1,3,27,1,37,3,40,1,41,2
1,0,0,0,0,4,2,1,1,2,21,1,35,2,45,1,7,1
1,0,0,0,0,4,1,0,5,1,10,0,70,1,211,0,7,1
1,0,0,0,0,4,1,1,6,1,17,0,54,1,211,1,75,1
1,0,2,1,0,1,2,0,6,2,27,1,35,5,51,0,7,1
1,12,0,0,0,1,1,0,5,3,18,0,39,1,211,1,7,2
1,0,0,0,0,4,1,0,5,3,18,1,58,2,20,0,7,2
3,12,0,0,1,1,1,0,5,3,10,1,40,2,49,1,79,2
1,60,0,0,0,1,2,0,3,2,10,0,46,1,211,1,7,1
3,0,997,997,0,1,1,0,1,3,18,1,45,3,49,1,74,2
1,10,0,0,0,1,1,0,1,3,27,1,33,3,49,1,41,2
1,24,0,0,0,1,1,0,1,3,10,1,27,3,30,0,1,2
3,264,0,0,0,1,1,0,6,1,35,0,38,1,211,0,39,1
3,46,0,0,0,1,2,0,3,2,10,0,39,1,211,1,39,1
4,40,0,0,0,1,1,0,1,3,27,1,25,3,49,1,41,2
1,0,0,0,0,4,1,0,3,1,18,0,48,1,211,1,9,1
2,0,0,0,0,4,1,0,1,3,27,1,27,3,40,1,88,2
2,0,0,0,0,4,1,0,3,3,27,1,24,3,40,1,88,2
1,8,0,0,0,1,1,1,1,3,27,0,25,1,211,1,41,2
2,0,997,997,0,1,1,0,1,3,27,1,41,3,49,1,88,2
2,38,0,0,0,1,1,0,1,3,27,1,34,3,40,1,88,2
2,12,0,0,1,1,1,0,1,3,27,1,36,3,49,1,88,2
2,21,0,0,0,1,1,0,3,1,10,0,31,1,211,1,88,1
1,41,0,0,0,1,1,0,1,3,27,1,39,3,32,1,41,2
1,48,0,0,0,1,1,0,3,3,27,1,28,3,49,1,41,2
4,17,0,0,0,1,1,1,3,1,35,0,33,1,211,1,66,0
1,60,0,0,0,1,3,0,5,6,10,0,40,1,211,1,84,1
3,27,0,0,0,1,2,0,1,3,13,0,33,1,211,1,4,2
2,5,0,0,5,1,1,0,1,3,10,1,19,3,49,0,84,2
1,150,0,0,0,1,1,0,3,3,10,0,38,1,211,1,41,2
1,115,0,0,0,1,1,0,1,3,10,1,47,3,49,1,41,2
1,120,0,0,0,1,2,0,3,2,10,0,33,1,211,1,52,1
5,0,0,0,0,4,1,0,3,3,13,0,41,1,211,1,42,2
1,44,0,0,0,1,2,0,1,2,13,0,23,1,211,1,32,1
1,1,0,0,22,1,1,0,3,3,27,1,18,3,49,1,84,2
1,130,0,0,0,1,2,0,3,2,13,0,61,1,211,1,32,1
2,0,0,22,0,2,1,0,3,3,10,0,29,1,211,1,84,2
1,30,0,0,0,1,1,0,5,3,10,0,20,1,211,1,41,2
1,9,0,0,0,1,1,0,1,3,27,1,46,3,49,1,41,2
1,57,0,0,0,1,1,1,3,3,10,1,25,3,49,0,41,2
1,0,4,14,0,1,1,0,1,3,27,1,23,3,49,1,41,2
2,12,0,0,1,1,1,0,1,3,27,1,36,3,49,1,84,2
1,0,3,13,0,1,1,0,1,3,27,1,24,3,49,1,41,2
1,30,0,0,0,1,1,0,3,3,27,1,34,3,49,1,41,2
1,46,0,0,0,1,1,0,5,3,27,1,48,3,49,1,41,2
2,6,0,0,0,1,1,0,3,3,27,1,33,3,49,1,84,2
2,24,0,0,0,1,2,0,3,2,10,0,43,1,211,1,45,1
1,0,6,18,0,1,2,1,3,2,18,0,24,1,211,1,9,1
2,144,0,0,0,1,2,0,3,2,6,0,45,1,211,1,45,1
4,4,0,0,0,1,2,0,1,2,29,0,25,1,211,1,91,0
1,6,0,0,0,1,4,0,6,6,10,1,51,3,41,1,8,1
2,72,0,0,0,1,1,0,5,1,28,0,65,1,211,0,27,1
8,57,0,0,0,1,1,0,3,3,27,1,41,3,49,1,41,2
1,0,0,131,0,1,1,0,1,3,27,1,43,3,49,1,84,2
8,24,0,0,0,1,1,0,1,3,27,1,38,3,49,1,41,2
8,8,0,0,0,1,1,1,1,3,27,1,46,3,49,1,41,2
3,240,0,0,0,1,2,0,3,2,4,0,42,1,211,1,42,1
1,60,0,0,0,1,1,0,1,3,10,0,55,1,211,1,8,2
1,84,0,0,0,1,1,0,1,3,13,0,27,1,211,1,8,2
0,18,0,0,0,1,2,0,5,2,24,0,19,1,211,0,31,1
1,0,997,997,0,1,1,0,1,3,27,1,39,3,211,1,45,2
2,0,0,0,0,4,1,0,6,1,30,0,59,1,211,0,57,1
3,60,0,0,0,1,1,0,3,3,13,0,26,1,211,1,4,2
3,72,0,0,0,1,1,0,6,1,18,0,58,1,211,0,31,1
8,30,0,0,0,1,1,0,1,3,27,1,58,3,49,1,41,2
8,30,0,0,0,1,1,0,5,3,27,1,33,3,49,1,41,2
1,34,0,0,0,1,1,0,1,3,27,1,53,3,49,1,41,2
1,1,0,0,19,1,1,1,1,3,27,1,54,3,49,1,84,2
2,2,0,0,8,1,1,0,1,3,27,1,46,3,49,1,84,2
2,120,0,0,0,1,2,0,1,2,13,0,32,1,211,1,11,1
2,3,0,0,0,1,1,0,1,3,27,1,37,3,37,1,84,2
4,18,0,0,0,1,1,0,1,3,10,1,40,3,49,1,70,2
1,60,0,0,0,1,2,0,5,2,13,0,67,1,211,1,56,1
2,1,0,0,10,1,1,0,1,3,27,1,23,3,49,1,84,2
1,24,0,0,0,1,1,0,6,1,27,1,53,3,25,1,6,1
1,0,0,0,0,3,1,0,3,3,27,0,19,1,211,1,84,2
4,12,0,0,1,1,4,0,3,6,23,0,49,1,211,0,66,0
8,15,0,0,0,1,1,0,1,3,27,1,42,3,49,1,41,2
2,30,0,0,0,1,1,0,1,3,27,1,33,3,49,1,70,2
4,40,0,0,0,1,2,0,5,2,13,0,37,1,211,1,63,1
2,0,0,7,0,2,1,0,5,3,10,0,23,1,211,0,84,2
1,0,4,13,0,1,1,1,1,3,27,1,28,3,49,1,41,2
2,24,0,0,0,1,1,0,1,3,27,1,35,3,49,1,70,2
2,0,0,112,0,1,1,1,3,3,27,1,41,3,49,1,84,2
2,60,0,0,0,1,1,0,1,3,27,1,46,3,32,1,70,2
1,162,0,0,0,1,8,0,3,3,13,0,41,1,211,1,28,1
1,27,0,0,0,1,1,0,1,3,27,1,32,3,49,1,84,2
2,0,0,0,0,3,2,0,5,2,18,0,26,1,211,0,13,1
2,0,0,0,2,2,1,1,5,1,18,0,48,1,211,1,13,1
4,8,0,0,0,1,1,1,1,3,27,0,19,1,211,1,70,2
1,24,0,0,0,1,1,0,1,3,27,1,37,3,49,1,84,2
1,0,0,59,0,1,1,0,1,3,27,1,30,3,49,1,84,2
3,0,0,0,0,4,1,0,6,1,23,0,41,1,211,1,39,1
3,100,0,0,0,1,1,0,1,3,10,0,39,1,211,1,31,2
1,0,2,12,0,1,1,1,5,3,27,0,57,1,211,0,31,2
1,0,0,48,0,1,1,1,1,3,27,1,44,3,49,1,84,2
2,0,0,103,0,1,1,1,1,3,10,0,26,1,211,0,84,2
3,6,0,0,0,1,8,1,3,3,27,1,38,3,49,1,14,0
8,27,0,0,0,1,1,0,1,3,27,1,21,3,49,1,41,2
1,30,0,0,0,2,1,0,3,1,13,0,31,1,211,1,84,1
2,30,0,0,0,1,2,1,1,2,18,0,40,1,211,1,13,1
2,4,0,0,14,1,1,0,1,3,27,1,31,3,49,1,45,2
4,0,0,0,0,4,2,0,1,2,30,0,47,1,211,1,63,1
1,22,0,0,0,2,1,0,3,1,20,0,46,1,211,1,82,1
4,48,0,0,0,1,1,0,5,1,28,0,36,1,211,0,63,1
1,0,0,57,0,1,1,0,1,3,27,1,27,3,37,1,84,2
2,8,0,0,0,1,3,0,3,6,29,0,37,1,211,1,84,1
5,0,0,0,0,4,2,0,1,2,12,0,23,1,211,1,17,1
8,46,0,0,0,1,2,0,1,2,10,1,43,3,45,1,30,1
8,30,0,0,0,1,1,0,1,3,27,1,34,3,49,1,41,2
2,13,0,0,1,1,1,0,1,3,27,1,30,3,49,1,70,2
1,27,0,0,0,1,1,0,3,3,27,1,37,3,49,1,84,2
7,48,0,0,0,1,1,0,5,1,10,0,26,1,211,1,23,1
4,20,0,0,0,1,3,0,3,6,29,0,27,1,211,1,60,1
1,4,0,0,0,2,1,0,1,3,27,0,19,1,211,1,84,2
1,60,0,0,0,1,2,0,1,2,10,0,38,1,211,1,32,1
1,10,0,0,21,1,1,0,5,3,30,0,22,1,211,0,41,2
2,60,0,0,0,1,2,0,3,2,10,0,52,1,211,1,81,0
1,10,0,0,0,1,2,0,5,2,10,0,22,1,211,1,9,1
2,240,0,0,0,1,1,0,6,1,28,0,50,1,211,1,12,1
2,1,0,0,23,1,1,1,1,3,27,1,25,3,49,1,84,2
1,39,0,0,0,1,1,0,5,3,10,1,48,3,30,1,1,2
1,84,0,0,0,1,2,0,5,2,13,0,32,1,211,1,9,1
5,0,0,0,0,4,2,0,3,2,12,0,20,1,211,1,17,1
1,0,0,0,1,2,1,1,3,3,18,0,39,1,211,0,52,2
1,1,0,0,19,1,1,1,1,3,27,1,45,3,49,1,84,2
1,96,0,0,0,1,1,0,3,1,6,0,36,1,211,1,47,1
1,1,0,0,19,1,1,0,1,3,27,1,30,3,49,1,84,2
2,0,0,0,0,4,4,0,3,6,18,0,19,1,211,1,15,1
0,135,0,0,0,1,1,0,1,3,10,1,59,3,49,1,79,2
3,48,0,0,0,1,1,0,3,1,10,0,35,1,211,1,79,1
3,51,0,0,0,1,1,0,5,3,10,1,33,3,49,1,79,2
2,60,0,0,0,1,1,0,3,1,10,0,54,1,211,1,22,1
2,18,0,0,0,1,4,1,5,6,18,0,56,1,211,0,73,1
1,12,0,0,1,1,1,1,1,3,27,1,42,3,32,1,41,2
2,60,0,0,0,1,1,0,1,3,10,1,28,2,53,0,72,2
1,39,0,0,0,1,1,0,3,1,13,0,34,1,211,1,48,1
1,24,0,0,0,1,2,0,3,2,13,0,33,1,211,1,52,1
1,57,0,0,0,1,2,0,3,2,13,0,25,1,211,1,49,1
1,12,0,0,1,1,1,0,5,3,10,0,25,1,211,1,84,2
3,262,0,0,0,1,1,0,3,1,10,0,49,1,211,1,49,1
2,0,0,0,0,4,1,0,1,3,27,1,29,3,49,1,88,2
1,12,0,0,1,1,1,0,1,1,10,0,35,1,211,1,9,1
1,1,0,0,19,1,1,0,1,3,27,1,43,3,49,1,84,2
1,4,0,0,0,1,1,0,1,3,27,1,33,3,37,1,84,2
2,0,0,0,0,4,1,0,3,1,24,0,56,1,211,1,12,1
4,120,0,0,0,1,8,0,3,3,10,0,35,1,211,1,66,2
2,235,0,0,0,1,1,0,3,3,10,1,36,3,49,1,88,2
1,420,0,0,0,1,1,0,5,1,10,0,37,1,211,1,8,1
1,180,0,0,0,1,1,0,1,1,13,0,34,1,211,1,49,1
1,60,0,0,0,1,1,0,3,1,10,0,32,1,211,1,56,1
1,78,0,0,0,1,1,0,3,3,10,0,39,1,211,1,41,2
3,300,0,0,0,1,1,0,3,3,10,0,36,1,211,1,49,2
1,1,0,0,23,1,1,0,3,3,27,1,30,3,49,1,84,2
2,144,0,0,0,1,2,0,5,2,10,0,45,1,211,1,13,1
1,12,0,0,0,1,1,0,5,3,10,1,23,3,49,0,41,2
4,300,0,0,0,1,1,0,5,1,28,0,49,1,211,1,66,1
1,0,0,0,0,4,1,1,5,1,19,0,49,1,211,1,45,1
2,42,0,0,0,1,1,0,5,1,28,0,26,1,211,0,49,1
1,12,0,0,1,1,1,0,1,3,27,1,51,3,49,0,41,2
2,0,0,0,0,3,1,0,5,1,18,0,31,1,211,1,26,1
1,70,0,0,0,1,1,0,3,3,10,0,50,1,211,1,41,2
4,14,0,0,0,1,1,0,3,3,27,0,22,1,211,1,41,2
2,0,0,0,0,4,1,1,1,3,27,1,22,3,49,1,88,2
5,12,0,0,1,1,1,0,1,3,27,1,36,3,40,1,42,2
2,27,0,0,0,1,1,0,5,1,30,0,82,1,211,1,88,1
2,0,0,0,0,4,2,0,3,2,18,0,38,1,211,1,26,1
2,108,0,0,0,1,2,0,1,2,10,0,29,1,211,1,45,1
5,12,0,0,1,1,1,1,5,3,30,0,34,1,211,1,45,2
3,46,0,0,0,1,1,0,5,3,23,0,71,1,211,0,4,2
1,14,0,0,0,1,1,0,1,3,27,1,51,3,49,1,41,2
3,48,0,0,0,1,1,1,5,1,10,0,47,1,211,0,49,1
1,4,0,0,0,1,1,0,1,3,27,1,38,3,49,1,84,2
3,0,997,997,0,1,7,0,1,3,10,1,30,3,49,1,42,2
1,15,0,0,0,1,2,0,3,3,30,1,39,2,30,1,8,2
1,0,64,0,0,1,2,0,3,2,10,0,26,1,211,1,8,1
1,33,0,0,0,1,1,0,5,1,18,0,44,1,211,1,49,1
1,48,0,0,0,1,1,0,5,3,10,0,46,1,211,1,8,2
3,3,0,0,0,1,1,0,1,3,27,1,29,3,49,1,42,2
3,0,2,4,0,1,1,0,3,3,27,1,32,3,49,1,42,2
3,0,997,997,0,1,1,0,1,3,10,1,41,3,49,1,42,2
1,120,0,0,0,1,1,0,1,3,10,1,52,2,30,0,8,2
4,152,0,0,0,1,1,0,3,1,13,0,34,1,211,1,66,0
1,8,0,0,0,1,1,0,1,3,27,1,48,3,32,1,84,2
1,33,0,0,0,1,1,0,1,3,27,1,38,3,40,1,32,2
3,0,2,5,0,1,1,0,1,3,27,1,20,3,49,1,42,2
3,0,1,24,0,1,1,1,3,3,27,1,23,3,49,1,42,2
3,87,0,0,0,1,2,0,1,2,10,0,37,1,211,1,38,1
1,12,0,0,0,1,3,1,5,6,5,0,26,1,211,1,84,1
1,41,0,0,0,1,1,1,5,1,18,0,57,1,211,0,53,1
5,37,0,0,0,1,1,0,3,1,6,0,67,1,211,1,47,1
9,3,0,0,0,1,1,0,3,3,27,1,29,3,40,1,31,2
3,0,2,9,0,1,1,0,5,3,27,1,18,3,49,1,42,2
5,125,0,0,0,1,1,0,5,1,28,0,51,1,211,1,42,1
1,0,23,3,0,1,2,0,1,2,10,0,27,1,211,1,8,1
1,12,0,0,1,1,1,0,3,3,10,0,23,1,211,0,84,2
5,160,0,0,0,1,3,0,3,6,6,0,29,1,211,1,83,1
2,37,0,0,0,1,2,0,3,2,10,0,27,1,211,1,51,1
5,7,0,0,0,1,1,0,3,3,27,1,43,3,49,1,41,2
7,0,0,0,0,4,8,0,6,1,27,1,35,3,37,1,42,0
5,24,0,0,0,1,1,0,1,3,27,1,33,3,49,1,41,2
5,12,0,0,0,1,1,0,1,3,27,1,31,3,49,1,41,2
5,12,0,0,1,1,1,0,5,3,27,1,21,3,49,1,41,2
1,8,0,0,0,1,1,0,6,1,18,0,42,1,211,0,32,1
5,7,0,0,0,1,1,0,1,3,27,1,25,3,40,1,41,2
3,30,0,0,0,1,1,0,1,3,27,1,30,3,49,1,74,2
5,27,0,0,0,1,1,0,1,3,27,1,45,3,49,1,41,2
2,18,0,0,0,1,1,0,3,3,10,1,37,3,49,0,70,2
1,18,0,0,0,1,1,1,1,3,27,1,39,3,49,1,84,2
5,0,0,0,0,4,1,0,1,3,13,0,43,1,211,1,41,2
1,240,0,0,0,1,2,0,5,2,10,0,35,1,211,1,82,1
2,10,0,0,0,1,3,0,1,6,13,0,39,1,211,1,70,1
2,60,0,0,0,1,2,0,3,3,10,0,21,1,211,1,13,2
1,6,0,0,0,1,1,0,5,1,23,0,61,1,211,1,28,1
1,30,0,0,0,1,1,1,5,3,10,1,44,3,49,0,52,2
5,46,0,0,0,1,1,0,1,3,27,1,34,3,49,1,41,2
2,36,0,0,0,1,1,0,1,3,10,1,28,3,49,1,81,2
2,0,0,0,0,4,3,0,1,6,27,0,32,1,211,1,70,1
4,24,0,0,0,1,1,0,1,3,27,1,65,3,49,1,70,2
1,1,0,0,3,1,1,0,3,3,5,0,21,1,211,1,84,2
1,0,0,10,0,2,1,0,5,3,10,0,23,1,211,1,84,2
2,1,0,0,29,1,1,0,1,3,27,1,38,3,68,1,84,2
1,2,0,0,0,1,1,0,1,3,27,1,31,3,49,1,84,2
1,2,0,0,5,1,1,0,1,3,27,1,36,3,49,1,84,2
2,1,0,0,29,1,1,0,3,3,27,1,35,3,49,1,84,2
2,4,0,0,0,1,1,0,5,1,21,0,69,1,211,0,22,1
2,12,0,0,1,1,1,0,1,3,27,1,39,3,49,1,84,2
1,27,0,0,0,1,1,0,1,3,10,1,42,3,30,1,1,2
2,0,0,0,0,4,1,0,1,3,10,0,20,1,211,1,84,2
1,0,0,195,0,1,2,0,1,3,10,1,65,2,30,0,7,2
1,0,0,35,0,2,2,0,5,2,18,0,34,1,211,1,7,1
2,0,2,11,0,1,1,0,1,3,27,1,33,3,49,1,88,2
3,110,0,0,0,1,1,0,3,1,10,0,44,1,211,1,74,1
1,72,0,0,0,1,1,0,1,3,10,0,30,1,211,1,8,2
1,0,997,997,0,1,2,0,1,3,10,1,52,2,30,1,7,2
2,170,0,0,0,1,1,0,3,3,10,1,49,3,49,0,88,2
2,24,0,0,0,1,1,0,1,3,27,1,21,3,49,1,84,2
3,27,0,0,0,1,1,0,5,3,10,1,23,2,49,0,74,2
3,180,0,0,0,1,1,0,5,1,28,0,34,1,211,1,95,1
3,6,0,0,0,2,1,1,6,1,35,0,53,1,211,0,31,1
1,240,0,0,0,1,1,0,3,1,10,1,41,3,43,0,31,1
1,0,0,67,0,1,1,0,1,3,27,1,27,3,49,1,84,2
3,40,0,0,0,1,1,0,3,3,10,0,27,1,211,1,74,2
3,0,0,0,55,2,1,0,1,3,10,0,57,1,211,0,74,2
3,5,0,0,0,1,1,0,1,3,27,1,38,3,49,1,74,2
3,71,0,0,0,1,1,0,1,3,13,0,34,1,211,1,4,2
3,24,0,0,0,1,1,1,3,3,23,1,47,2,49,0,74,2
1,8,0,0,0,1,1,1,5,3,27,1,36,3,49,1,84,2
1,36,0,0,0,1,1,0,6,1,18,0,33,1,211,0,29,1
4,151,0,0,0,1,1,1,6,1,18,0,43,1,211,1,41,1
1,1,0,0,29,1,1,0,1,3,27,1,38,3,68,1,84,2
3,54,0,0,0,1,2,0,3,2,10,0,33,1,211,1,31,1
1,72,0,0,0,1,1,0,1,3,19,1,52,3,20,1,8,2
3,2,0,0,5,1,1,0,3,3,27,1,38,3,49,1,42,2
3,3,0,0,0,1,1,0,3,3,27,1,27,3,49,1,42,2
3,0,2,7,0,1,1,1,5,3,27,1,35,3,49,1,74,2
1,60,0,0,0,1,1,0,1,3,13,0,26,1,211,1,8,2
3,0,0,0,0,3,1,0,1,3,27,0,26,1,211,1,74,2
4,51,0,0,0,1,2,1,3,2,18,0,32,1,211,0,41,1
5,24,0,0,0,1,1,0,3,1,18,0,36,1,211,1,33,1
3,0,1,3,0,1,1,0,1,3,27,1,48,3,49,1,42,2
1,0,997,997,0,1,1,0,1,3,10,1,40,4,49,0,8,2
2,228,0,0,0,1,1,0,5,1,28,0,43,1,211,1,80,1
1,41,0,0,0,1,2,0,5,2,18,0,33,1,211,0,8,1
4,24,0,0,0,1,1,0,1,3,27,1,63,3,32,1,41,2
4,70,0,0,0,1,2,0,5,2,13,0,34,1,211,1,69,1
4,7,1,0,0,1,1,0,1,3,27,1,42,3,49,1,41,2
3,0,0,1,0,1,1,0,5,3,18,1,30,3,49,0,42,2
1,72,0,0,0,1,1,0,3,1,28,0,63,1,211,1,6,1
4,18,0,0,0,1,1,1,3,1,18,0,45,1,211,1,33,1
8,0,0,0,0,4,1,0,6,1,34,0,41,1,211,1,30,1
1,48,0,0,0,1,2,0,3,2,11,0,60,1,211,1,72,1
2,27,0,0,0,1,1,0,5,1,11,0,54,1,211,1,25,1
3,24,0,0,0,1,3,0,3,6,5,0,33,1,211,1,64,1
